序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","二氧化碳<br />CO2<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","苯<br />BENZENE<br />(ppb)","甲苯<br />TOLUENE<br />(ppb)","乙苯<br />ETHYLBENZENE<br />(ppb)","間、對二甲苯<br />M_P_XYLENES<br />(ppb)","鄰二甲苯<br />O_XYLENE<br />(ppb)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨強度<br />RAIN_INT<br />(㎜)","降雨量<br />RAINFALL<br />(mm)","酸雨<br />PH_RAIN<br />(pH)","相對濕度<br />RH<br />(percent)","導電度<br />RAIN_COND<br />(μmho/cm)","紫外線指數<br />UVB<br />(UVI)","小時風向值<br />WD_HR<br />(degrees)"
1879,新北市,2011/01,新莊,3.4,0.52,-,21.7,34,22,25.42,4.67,20.75,-,-,-,-,-,-,-,-,-,-,-,-,14.47,-,-,-,76.69,-,-,-
1880,新北市,2011/01,板橋,3.6,0.63,-,20.0,35,24,31.69,7.17,24.52,-,2.248,0.263,1.99,-,-,-,-,-,-,-,-,14.38,-,-,-,74.55,-,-,-
1881,新北市,2011/01,淡水,2.4,0.38,-,29.4,26,19,12.89,3.38,9.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1882,新北市,2010/12,汐止,5.1,0.58,-,21.9,60,29,44.81,17.96,26.86,-,-,-,-,-,-,-,-,-,-,-,-,17.24,-,-,-,77.68,-,-,-
1883,新北市,2010/12,三重,4.7,2.02,-,-,86,43,157.92,108.75,49.18,-,3.068,0.973,2.1,-,-,-,-,-,-,-,-,17.59,-,-,-,64.17,-,-,-
1884,新北市,2010/12,新店,2.8,0.5,-,25.4,55,33,22.26,4.78,17.48,-,-,-,-,-,-,-,-,-,-,-,-,17.52,-,-,-,71.07,-,-,-
1885,新北市,2010/12,板橋,5.9,0.78,-,23.7,65,38,41.69,11.56,30.12,-,2.44,0.412,2.03,-,-,-,-,-,-,-,-,18.16,-,-,-,61.94,-,-,-
1886,新北市,2010/12,萬里,3.2,0.31,-,38.7,64,23,10.44,1.76,8.68,-,-,-,-,-,-,-,-,-,-,-,-,17.03,-,-,-,78.54,-,-,-
1887,新北市,2010/12,土城,4.8,0.69,-,23.7,64,37,40.64,15.06,25.57,-,2.296,0.343,1.95,-,-,-,-,-,-,-,-,17.69,-,-,-,68.3,-,-,-
1888,新北市,2010/12,新莊,5.6,0.75,-,23.8,70,37,43.13,14.14,28.99,-,-,-,-,-,-,-,-,-,-,-,-,17.83,-,-,-,65.98,-,-,-
1889,新北市,2010/12,淡水,3.5,0.51,-,28.4,55,29,23.07,5.71,17.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1890,新北市,2010/12,永和,4.0,1.06,-,20.5,65,34,52.95,24.0,28.95,-,2.28,0.452,1.83,-,-,-,-,-,-,-,-,17.63,-,-,-,65.14,-,-,-
1891,新北市,2010/12,林口,4.4,0.44,-,31.3,67,30,22.91,3.94,18.96,-,-,-,-,-,-,-,-,-,-,-,-,16.03,-,-,-,72.14,-,-,-
1892,新北市,2010/12,菜寮,5.1,0.91,-,18.9,68,35,51.85,18.52,33.32,-,-,-,-,-,-,-,-,-,-,-,-,18.1,-,-,-,64.1,-,-,-
1893,新北市,2010/11,土城,2.8,0.47,-,30.6,39,23,21.23,3.78,17.44,-,2.122,0.222,1.9,-,-,-,-,-,-,-,-,21.75,-,-,-,73.77,-,-,-
1894,新北市,2010/11,三重,3.1,1.92,-,-,64,33,129.22,84.46,44.77,-,2.943,0.863,2.08,-,-,-,-,-,-,-,-,21.3,-,-,-,70.24,-,-,-
1895,新北市,2010/11,板橋,3.3,0.57,-,28.7,42,25,28.89,5.13,23.76,-,2.194,0.255,1.94,-,-,-,-,-,-,-,-,21.8,-,-,-,69.77,-,-,-
1896,新北市,2010/11,新莊,3.5,0.48,-,29.6,42,23,23.3,3.28,20.02,-,-,-,-,-,-,-,-,-,-,-,-,21.84,-,-,-,73.17,-,-,-
1897,新北市,2010/11,永和,2.9,0.8,-,26.8,43,24,35.99,13.99,22.0,-,2.12,0.339,1.78,-,-,-,-,-,-,-,-,21.17,-,-,-,73.71,-,-,-
1898,新北市,2010/11,新店,2.3,0.36,-,31.0,38,25,17.58,2.82,14.76,-,-,-,-,-,-,-,-,-,-,-,-,21.58,-,-,-,78.05,-,-,-
1899,新北市,2010/11,萬里,2.3,0.21,-,43.7,57,18,8.15,1.7,6.45,-,-,-,-,-,-,-,-,-,-,-,-,21.05,-,-,-,84.66,-,-,-
1900,新北市,2010/11,菜寮,3.1,0.6,-,25.1,44,24,27.65,5.22,22.44,-,-,-,-,-,-,-,-,-,-,-,-,21.8,-,-,-,71.07,-,-,-
1901,新北市,2010/11,林口,2.9,0.3,-,34.7,41,20,15.57,2.26,13.32,-,-,-,-,-,-,-,-,-,-,-,-,19.77,-,-,-,79.23,-,-,-
1902,新北市,2010/11,汐止,3.9,0.39,-,27.0,40,22,29.58,7.04,22.54,-,-,-,-,-,-,-,-,-,-,-,-,20.92,-,-,-,83.7,-,-,-
1903,新北市,2010/11,淡水,2.2,0.3,-,35.8,34,23,11.73,2.26,9.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1904,新北市,2010/10,新莊,3.9,0.45,-,30.4,37,22,21.35,3.7,17.63,-,-,-,-,-,-,-,-,-,-,-,-,25.21,-,-,-,75.32,-,-,-
1905,新北市,2010/10,新店,2.6,0.36,-,29.2,32,20,16.52,3.4,13.12,-,-,-,-,-,-,-,-,-,-,-,-,24.55,-,-,-,83.14,-,-,-
1906,新北市,2010/10,菜寮,3.7,0.61,-,24.9,38,23,27.3,7.79,19.51,-,-,-,-,-,-,-,-,-,-,-,-,25.22,-,-,-,73.31,-,-,-
1907,新北市,2010/10,永和,3.0,0.85,-,24.4,35,22,37.1,16.15,20.95,-,2.159,0.358,1.8,-,-,-,-,-,-,-,-,24.41,-,-,-,76.65,-,-,-
1908,新北市,2010/10,三重,3.8,1.88,-,-,54,31,121.58,81.52,40.06,-,2.881,0.799,2.08,-,-,-,-,-,-,-,-,24.75,-,-,-,73.02,-,-,-
1909,新北市,2010/10,萬里,2.4,0.2,-,45.1,56,16,6.4,1.65,4.74,-,-,-,-,-,-,-,-,-,-,-,-,24.26,-,-,-,87.02,-,-,-
1910,新北市,2010/10,土城,3.2,0.47,-,29.4,36,21,22.63,5.57,17.06,-,2.15,0.23,1.92,-,-,-,-,-,-,-,-,25.08,-,-,-,78.01,-,-,-
1911,新北市,2010/10,汐止,3.7,0.33,-,29.8,33,22,21.32,5.43,15.89,-,-,-,-,-,-,-,-,-,-,-,-,24.2,-,-,-,86.71,-,-,-
1912,新北市,2010/10,淡水,2.0,0.3,-,33.4,32,20,12.88,2.85,10.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1913,新北市,2010/10,林口,2.6,0.26,-,38.5,35,17,10.97,1.73,9.26,-,-,-,-,-,-,-,-,-,-,-,-,22.67,-,-,-,82.5,-,-,-
1914,新北市,2010/10,板橋,3.2,0.58,-,28.4,35,22,27.04,5.42,21.62,-,2.215,0.265,1.95,-,-,-,-,-,-,-,-,25.01,-,-,-,73.33,-,-,-
1915,新北市,2010/09,林口,3.5,0.31,-,28.6,28,16,17.51,3.75,13.76,-,-,-,-,-,-,-,-,-,-,-,-,27.41,-,-,-,77.03,-,-,-
1916,新北市,2010/09,永和,3.2,0.91,-,15.9,32,19,35.26,15.86,19.4,-,2.197,0.374,1.82,-,-,-,-,-,-,-,-,29.17,-,-,-,68.77,-,-,-
1917,新北市,2010/09,淡水,2.4,0.34,-,24.1,30,15,15.2,4.18,11.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1918,新北市,2010/09,汐止,3.2,0.32,-,22.6,27,17,23.33,8.24,15.09,-,-,-,-,-,-,-,-,-,-,-,-,28.85,-,-,-,78.16,-,-,-
1919,新北市,2010/09,土城,3.6,0.46,-,26.4,30,18,22.94,7.42,15.51,-,2.148,0.227,1.92,-,-,-,-,-,-,-,-,29.16,-,-,-,72.61,-,-,-
1920,新北市,2010/09,萬里,2.6,0.18,-,33.2,27,11,7.17,1.89,5.27,-,-,-,-,-,-,-,-,-,-,-,-,28.1,-,-,-,83.74,-,-,-
1921,新北市,2010/09,板橋,4.3,0.57,-,25.0,28,17,27.52,7.61,19.9,-,2.248,0.301,1.95,-,-,-,-,-,-,-,-,29.38,-,-,-,68.0,-,-,-
1922,新北市,2010/09,三重,3.8,1.71,-,-,42,28,105.32,72.22,33.1,-,2.779,0.73,2.05,-,-,-,-,-,-,-,-,29.04,-,-,-,68.25,-,-,-
1923,新北市,2010/09,菜寮,3.4,0.62,-,21.9,30,18,26.62,8.45,18.16,-,-,-,-,-,-,-,-,-,-,-,-,29.59,-,-,-,67.74,-,-,-
1924,新北市,2010/09,新店,2.4,0.32,-,28.1,24,17,12.96,2.67,10.27,-,-,-,-,-,-,-,-,-,-,-,-,28.89,-,-,-,75.39,-,-,-
1925,新北市,2010/09,新莊,6.0,0.48,-,25.4,32,19,24.58,6.31,18.28,-,-,-,-,-,-,-,-,-,-,-,-,29.55,-,-,-,70.18,-,-,-
1926,新北市,2010/08,永和,3.5,0.95,-,15.6,30,19,37.78,17.93,19.85,-,2.178,0.371,1.81,-,-,-,-,-,-,-,-,30.42,-,-,-,67.94,-,-,-
1927,新北市,2010/08,淡水,3.1,0.29,-,18.0,26,15,15.1,4.44,10.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1928,新北市,2010/08,汐止,4.1,0.34,-,17.9,26,15,26.35,10.85,15.5,-,-,-,-,-,-,-,-,-,-,-,-,30.03,-,-,-,77.61,-,-,-
1929,新北市,2010/08,土城,4.5,0.42,-,23.1,30,19,25.31,9.3,16.01,-,2.173,0.28,1.89,-,-,-,-,-,-,-,-,30.39,-,-,-,71.83,-,-,-
1930,新北市,2010/08,萬里,3.1,0.16,-,24.9,21,12,8.97,2.67,6.3,-,-,-,-,-,-,-,-,-,-,-,-,28.88,-,-,-,85.7,-,-,-
1931,新北市,2010/08,新莊,7.5,0.45,-,21.0,32,19,26.6,7.8,18.8,-,-,-,-,-,-,-,-,-,-,-,-,30.86,-,-,-,71.51,-,-,-
1932,新北市,2010/08,板橋,5.1,0.54,-,21.7,28,19,28.96,9.57,19.39,-,2.243,0.329,1.91,-,-,-,-,-,-,-,-,30.68,-,-,-,66.76,-,-,-
1933,新北市,2010/08,三重,4.6,1.71,-,-,46,27,106.13,75.68,30.45,-,2.764,0.752,2.01,-,-,-,-,-,-,-,-,30.26,-,-,-,67.35,-,-,-
1934,新北市,2010/08,菜寮,4.0,0.6,-,16.9,29,18,28.19,10.09,18.1,-,-,-,-,-,-,-,-,-,-,-,-,30.76,-,-,-,66.94,-,-,-
1935,新北市,2010/08,新店,2.3,0.29,-,22.0,25,15,14.42,3.61,10.81,-,-,-,-,-,-,-,-,-,-,-,-,29.9,-,-,-,74.19,-,-,-
1936,新北市,2010/08,林口,4.6,0.29,-,20.9,27,15,20.39,4.94,15.45,-,-,-,-,-,-,-,-,-,-,-,-,28.84,-,-,-,74.71,-,-,-
1937,新北市,2010/07,淡水,3.7,0.27,-,20.1,29,15,16.12,4.01,12.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1938,新北市,2010/07,汐止,4.3,0.37,-,19.6,29,18,28.59,10.78,17.81,-,-,-,-,-,-,-,-,-,-,-,-,30.55,-,-,-,73.73,-,-,-
1939,新北市,2010/07,土城,4.6,0.44,-,22.5,36,18,28.62,10.93,17.69,-,2.155,0.319,1.84,-,-,-,-,-,-,-,-,30.46,-,-,-,71.23,-,-,-
1940,新北市,2010/07,萬里,3.5,0.19,-,27.2,22,15,10.81,2.62,8.18,-,-,-,-,-,-,-,-,-,-,-,-,29.22,-,-,-,81.33,-,-,-
1941,新北市,2010/07,林口,5.3,0.29,-,21.4,30,15,22.09,5.39,16.69,-,-,-,-,-,-,-,-,-,-,-,-,29.02,-,-,-,71.8,-,-,-
1942,新北市,2010/07,新莊,10.7,0.45,-,20.4,36,19,29.2,8.75,20.45,-,-,-,-,-,-,-,-,-,-,-,-,30.99,-,-,-,67.66,-,-,-
1943,新北市,2010/07,三重,5.7,1.89,-,-,54,30,118.12,82.79,35.34,-,2.64,0.85,1.79,-,-,-,-,-,-,-,-,30.84,-,-,-,63.71,-,-,-
1944,新北市,2010/07,永和,3.7,1.07,-,16.9,35,20,43.3,20.28,23.01,-,2.196,0.453,1.74,-,-,-,-,-,-,-,-,30.52,-,-,-,66.18,-,-,-
1945,新北市,2010/07,菜寮,4.7,0.66,-,17.2,35,18,34.69,12.28,22.4,-,-,-,-,-,-,-,-,-,-,-,-,31.07,-,-,-,63.01,-,-,-
1946,新北市,2010/07,新店,2.6,0.32,-,23.7,29,18,15.89,3.86,12.02,-,-,-,-,-,-,-,-,-,-,-,-,30.11,-,-,-,74.35,-,-,-
1947,新北市,2010/07,板橋,6.1,0.51,-,22.9,33,18,28.26,8.94,19.32,-,2.16,0.332,1.83,-,-,-,-,-,-,-,-,30.91,-,-,-,64.61,-,-,-
1948,新北市,2010/06,淡水,2.6,0.52,-,19.6,31,17,23.56,7.99,15.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1949,新北市,2010/06,汐止,4.5,0.58,-,17.9,31,20,42.02,19.95,22.07,-,-,-,-,-,-,-,-,-,-,-,-,26.3,-,-,-,87.65,-,-,-
1950,新北市,2010/06,土城,4.1,0.67,-,22.0,35,19,35.58,14.13,21.46,-,2.287,0.372,1.92,-,-,-,-,-,-,-,-,26.82,-,-,-,81.14,-,-,-
1951,新北市,2010/06,萬里,2.8,0.27,-,30.8,29,17,12.16,3.58,8.59,-,-,-,-,-,-,-,-,-,-,-,-,25.48,-,-,-,89.45,-,-,-
1952,新北市,2010/06,林口,4.1,0.42,-,22.9,29,17,25.97,7.39,18.58,-,-,-,-,-,-,-,-,-,-,-,-,25.19,-,-,-,83.25,-,-,-
1953,新北市,2010/06,新莊,6.0,0.75,-,20.2,36,22,37.25,12.45,24.8,-,-,-,-,-,-,-,-,-,-,-,-,26.43,-,-,-,80.45,-,-,-
1954,新北市,2010/06,三重,4.5,2.24,-,-,58,34,138.84,97.89,40.96,-,2.983,0.994,1.99,-,-,-,-,-,-,-,-,26.78,-,-,-,75.69,-,-,-
1955,新北市,2010/06,永和,3.3,1.26,-,16.1,35,21,51.44,24.98,26.46,-,2.439,0.534,1.91,-,-,-,-,-,-,-,-,26.83,-,-,-,77.36,-,-,-
1956,新北市,2010/06,菜寮,3.4,0.98,-,18.4,34,19,45.83,18.88,26.94,-,-,-,-,-,-,-,-,-,-,-,-,26.84,-,-,-,75.69,-,-,-
1957,新北市,2010/06,新店,2.1,0.45,-,21.8,27,16,20.53,5.53,15.0,-,-,-,-,-,-,-,-,-,-,-,-,26.39,-,-,-,83.74,-,-,-
1958,新北市,2010/06,板橋,3.9,0.82,-,22.0,33,20,39.07,14.21,24.87,-,2.316,0.435,1.88,-,-,-,-,-,-,-,-,26.89,-,-,-,75.38,-,-,-
1959,新北市,2010/05,淡水,2.8,0.43,-,33.8,38,22,17.11,3.73,13.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1960,新北市,2010/05,新店,2.6,0.48,-,34.0,40,25,19.76,3.68,16.08,-,-,-,-,-,-,-,-,-,-,-,-,25.58,-,-,-,77.83,-,-,-
1961,新北市,2010/05,汐止,4.9,0.51,-,29.4,43,26,34.0,10.38,23.62,-,-,-,-,-,-,-,-,-,-,-,-,25.31,-,-,-,82.05,-,-,-
1962,新北市,2010/05,土城,4.6,0.6,-,32.0,47,26,29.95,8.26,21.69,-,2.25,0.321,1.93,-,-,-,-,-,-,-,-,25.96,-,-,-,74.55,-,-,-
1963,新北市,2010/05,萬里,2.6,0.29,-,43.6,40,22,9.66,1.98,7.67,-,-,-,-,-,-,-,-,-,-,-,-,23.98,-,-,-,86.83,-,-,-
1964,新北市,2010/05,新莊,6.7,0.62,-,31.3,47,28,29.87,7.09,22.77,-,-,-,-,-,-,-,-,-,-,-,-,25.08,-,-,-,73.7,-,-,-
1965,新北市,2010/05,板橋,5.2,0.7,-,31.9,44,29,32.88,7.6,25.28,-,2.347,0.363,1.98,-,-,-,-,-,-,-,-,25.93,-,-,-,69.75,-,-,-
1966,新北市,2010/05,三重,4.1,1.93,-,-,72,38,127.15,81.48,45.67,-,2.71,0.832,1.88,-,-,-,-,-,-,-,-,25.64,-,-,-,70.78,-,-,-
1967,新北市,2010/05,永和,3.7,1.14,-,25.5,54,30,47.12,19.09,28.03,-,2.529,0.49,2.04,-,-,-,-,-,-,-,-,26.07,-,-,-,72.04,-,-,-
1968,新北市,2010/05,菜寮,4.1,0.8,-,30.2,46,25,34.6,10.02,24.58,-,-,-,-,-,-,-,-,-,-,-,-,25.89,-,-,-,70.55,-,-,-
1969,新北市,2010/05,林口,4.6,0.42,-,35.6,45,22,21.61,4.14,17.47,-,-,-,-,-,-,-,-,-,-,-,-,23.93,-,-,-,79.8,-,-,-
1970,新北市,2010/04,淡水,2.7,0.52,-,34.4,44,25,21.31,4.82,16.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1971,新北市,2010/04,新店,2.6,0.52,-,33.9,43,24,22.74,5.29,17.45,-,-,-,-,-,-,-,-,-,-,-,-,20.96,-,-,-,79.33,-,-,-
1972,新北市,2010/04,汐止,3.9,0.59,-,28.8,45,24,38.32,13.27,25.05,-,-,-,-,-,-,-,-,-,-,-,-,20.76,-,-,-,84.05,-,-,-
1973,新北市,2010/04,土城,4.2,0.7,-,31.1,53,29,35.2,11.47,23.73,-,2.304,0.342,1.96,-,-,-,-,-,-,-,-,21.32,-,-,-,76.06,-,-,-
1974,新北市,2010/04,萬里,2.5,0.33,-,46.5,49,19,10.42,2.04,8.38,-,-,-,-,-,-,-,-,-,-,-,-,19.98,-,-,-,85.47,-,-,-
1975,新北市,2010/04,新莊,5.5,0.73,-,29.6,54,32,34.63,8.99,25.64,-,-,-,-,-,-,-,-,-,-,-,-,20.28,-,-,-,75.86,-,-,-
1976,新北市,2010/04,板橋,4.8,0.82,-,30.8,53,32,39.55,10.23,29.32,-,2.502,0.461,2.04,-,-,-,-,-,-,-,-,21.13,-,-,-,71.26,-,-,-
1977,新北市,2010/04,三重,4.2,2.08,-,-,81,40,143.28,93.6,49.69,-,2.849,0.901,1.95,-,-,-,-,-,-,-,-,20.99,-,-,-,72.3,-,-,-
1978,新北市,2010/04,永和,3.2,1.15,-,24.0,55,30,51.73,22.42,29.3,-,2.558,0.497,2.06,-,-,-,-,-,-,-,-,21.31,-,-,-,73.92,-,-,-
1979,新北市,2010/04,菜寮,3.8,0.88,-,29.1,53,26,41.66,13.36,28.29,-,-,-,-,-,-,-,-,-,-,-,-,20.98,-,-,-,72.7,-,-,-
1980,新北市,2010/04,林口,4.2,0.47,-,37.0,51,24,22.66,3.88,18.77,-,-,-,-,-,-,-,-,-,-,-,-,19.4,-,-,-,81.71,-,-,-
1981,新北市,2010/03,淡水,3.3,0.53,-,34.6,73,31,20.63,4.55,16.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1982,新北市,2010/03,新店,3.0,0.57,-,33.6,73,35,24.03,5.03,19.0,-,-,-,-,-,-,-,-,-,-,-,-,20.02,-,-,-,74.36,-,-,-
1983,新北市,2010/03,汐止,5.0,0.61,-,28.2,75,32,37.23,13.63,23.6,-,-,-,-,-,-,-,-,-,-,-,-,19.71,-,-,-,78.87,-,-,-
1984,新北市,2010/03,土城,5.1,0.75,-,28.6,86,39,37.67,12.69,24.98,-,2.346,0.368,1.98,-,-,-,-,-,-,-,-,20.36,-,-,-,71.12,-,-,-
1985,新北市,2010/03,萬里,2.5,0.35,-,41.9,84,27,10.29,2.03,8.26,-,-,-,-,-,-,-,-,-,-,-,-,18.66,-,-,-,82.31,-,-,-
1986,新北市,2010/03,新莊,6.0,0.73,-,31.8,89,42,35.11,9.46,25.65,-,-,-,-,-,-,-,-,-,-,-,-,19.41,-,-,-,70.17,-,-,-
1987,新北市,2010/03,板橋,5.5,0.83,-,30.3,84,40,38.7,9.57,29.12,-,2.53,0.458,2.07,-,-,-,-,-,-,-,-,20.19,-,-,-,66.29,-,-,-
1988,新北市,2010/03,三重,5.2,1.95,-,-,119,47,139.07,93.49,45.58,-,2.766,0.808,1.96,-,-,-,-,-,-,-,-,19.89,-,-,-,67.76,-,-,-
1989,新北市,2010/03,永和,4.1,1.22,-,22.4,84,39,53.74,23.68,30.06,-,2.532,0.468,2.06,-,-,-,-,-,-,-,-,20.44,-,-,-,68.46,-,-,-
1990,新北市,2010/03,菜寮,4.5,0.9,-,27.5,87,31,42.39,14.57,27.83,-,-,-,-,-,-,-,-,-,-,-,-,20.08,-,-,-,67.37,-,-,-
1991,新北市,2010/03,林口,4.2,0.48,-,35.7,91,32,22.42,4.39,18.03,-,-,-,-,-,-,-,-,-,-,-,-,18.22,-,-,-,76.71,-,-,-
1992,新北市,2010/02,淡水,2.9,0.57,-,29.0,39,26,23.84,6.91,16.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993,新北市,2010/02,新店,2.9,0.6,-,24.3,38,30,30.31,7.52,22.8,-,-,-,-,-,-,-,-,-,-,-,-,17.58,-,-,-,84.27,-,-,-
1994,新北市,2010/02,汐止,4.2,0.72,-,22.7,40,31,43.66,19.53,24.13,-,-,-,-,-,-,-,-,-,-,-,-,17.95,-,-,-,88.73,-,-,-
1995,新北市,2010/02,土城,4.8,0.8,-,22.3,51,33,41.01,15.56,25.45,-,2.396,0.394,2.0,-,-,-,-,-,-,-,-,17.9,-,-,-,81.3,-,-,-
1996,新北市,2010/02,萬里,2.0,0.37,-,35.5,44,21,11.36,2.45,8.91,-,-,-,-,-,-,-,-,-,-,-,-,17.05,-,-,-,89.64,-,-,-
1997,新北市,2010/02,新莊,5.7,0.83,-,24.4,50,35,41.32,15.43,25.88,-,-,-,-,-,-,-,-,-,-,-,-,17.01,-,-,-,81.62,-,-,-
1998,新北市,2010/02,板橋,5.4,0.93,-,23.4,52,35,44.46,15.08,29.37,-,2.662,0.513,2.15,-,-,-,-,-,-,-,-,17.87,-,-,-,76.88,-,-,-
1999,新北市,2010/02,三重,5.7,2.26,-,-,79,42,156.85,111.12,45.73,-,2.972,0.955,2.02,-,-,-,-,-,-,-,-,17.55,-,-,-,77.94,-,-,-
2000,新北市,2010/02,永和,4.1,1.32,-,17.7,55,37,62.45,32.68,29.77,-,2.66,0.562,2.1,-,-,-,-,-,-,-,-,18.18,-,-,-,79.23,-,-,-
2001,新北市,2010/02,菜寮,4.4,1.07,-,20.8,52,31,53.87,23.58,30.29,-,-,-,-,-,-,-,-,-,-,-,-,17.71,-,-,-,79.07,-,-,-
2002,新北市,2010/02,林口,3.6,0.49,-,31.3,48,25,23.4,5.75,17.65,-,-,-,-,-,-,-,-,-,-,-,-,16.02,-,-,-,85.61,-,-,-
2003,新北市,2010/01,淡水,3.2,0.52,-,28.8,48,28,19.97,5.09,14.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2004,新北市,2010/01,新店,2.8,0.57,-,25.9,43,29,24.39,5.13,19.26,-,-,-,-,-,-,-,-,-,-,-,-,16.91,-,-,-,77.94,-,-,-
2005,新北市,2010/01,汐止,4.6,0.62,-,22.4,44,30,38.11,13.8,24.31,-,-,-,-,-,-,-,-,-,-,-,-,17.0,-,-,-,84.15,-,-,-
2006,新北市,2010/01,土城,4.4,0.72,-,24.0,57,33,34.96,11.55,23.41,-,2.302,0.325,1.98,-,-,-,-,-,-,-,-,17.22,-,-,-,74.82,-,-,-
2007,新北市,2010/01,萬里,2.5,0.37,-,35.1,57,25,10.33,2.28,8.04,-,-,-,-,-,-,-,-,-,-,-,-,16.51,-,-,-,83.44,-,-,-
2008,新北市,2010/01,新莊,5.7,0.73,-,23.3,57,33,36.04,10.2,25.83,-,-,-,-,-,-,-,-,-,-,-,-,16.52,-,-,-,74.28,-,-,-
2009,新北市,2010/01,板橋,4.9,0.8,-,23.0,58,33,38.47,10.37,28.1,-,2.456,0.407,2.05,-,-,-,-,-,-,-,-,17.2,-,-,-,70.26,-,-,-
2010,新北市,2010/01,三重,6.2,2.08,-,-,79,41,145.82,102.23,43.59,-,2.83,0.89,1.94,-,-,-,-,-,-,-,-,16.95,-,-,-,72.0,-,-,-
2011,新北市,2010/01,永和,3.7,1.08,-,20.6,58,36,50.67,24.29,26.38,-,2.48,0.435,2.05,-,-,-,-,-,-,-,-,17.37,-,-,-,73.57,-,-,-
2012,新北市,2010/01,菜寮,4.2,0.89,-,22.6,56,32,42.54,15.19,27.35,-,-,-,-,-,-,-,-,-,-,-,-,17.32,-,-,-,72.68,-,-,-
2013,新北市,2010/01,林口,3.8,0.51,-,30.1,52,27,22.38,4.55,17.83,-,-,-,-,-,-,-,-,-,-,-,-,15.48,-,-,-,79.48,-,-,-
2014,新北市,2009/12,新莊,5.4,0.75,-,21.7,67,41,38.06,12.56,25.51,-,-,-,-,-,-,-,-,-,-,-,-,16.6,-,-,-,72.81,-,-,-
2015,新北市,2009/12,林口,4.8,0.5,-,29.7,62,33,20.72,3.84,16.88,-,-,-,-,-,-,-,-,-,-,-,-,15.49,-,-,-,77.42,-,-,-
2016,新北市,2009/12,永和,4.4,1.1,-,18.1,66,41,52.61,25.22,27.39,-,2.492,0.476,2.02,-,-,-,-,-,-,-,-,17.48,-,-,-,71.79,-,-,-
2017,新北市,2009/12,新店,3.5,0.55,-,23.4,50,30,24.7,5.79,18.94,-,-,-,-,-,-,-,-,-,-,-,-,16.99,-,-,-,76.77,-,-,-
2018,新北市,2009/12,土城,4.8,0.76,-,22.4,71,39,37.66,13.68,23.99,-,2.352,0.371,1.98,-,-,-,-,-,-,-,-,17.61,-,-,-,73.4,-,-,-
2019,新北市,2009/12,三重,6.0,2.1,-,-,91,47,151.97,108.32,43.65,-,2.728,0.93,1.8,-,-,-,-,-,-,-,-,17.27,-,-,-,69.62,-,-,-
2020,新北市,2009/12,萬里,3.3,0.36,-,33.5,68,30,9.56,1.96,7.6,-,-,-,-,-,-,-,-,-,-,-,-,17.14,-,-,-,78.71,-,-,-
2021,新北市,2009/12,汐止,5.2,0.58,-,21.6,56,29,36.59,13.68,23.0,-,-,-,-,-,-,-,-,-,-,-,-,17.14,-,-,-,83.06,-,-,-
2022,新北市,2009/12,淡水,3.7,0.56,-,23.9,57,33,21.69,6.21,15.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,新北市,2009/12,菜寮,5.3,0.91,-,21.4,66,36,43.65,16.76,26.9,-,-,-,-,-,-,-,-,-,-,-,-,17.55,-,-,-,69.96,-,-,-
