序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","二氧化碳<br />CO2<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","平均風速<br />WS_HR<br />(m/sec)","平均風向<br />WD_HR<br />(degress)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
1073,新北市,2006/11,板橋,6.4,0.85,-,27.5,52,33,36.23,8.3,27.93,2.544,0.405,2.139,-,-,22.78,-,-,76.9,-
1074,新北市,2006/11,三重,6.2,1.96,-,-,72,38,118.78,72.71,46.07,3.118,0.945,2.173,-,-,23.18,-,-,66.81,-
1075,新北市,2006/11,菜寮,5.8,0.89,-,22.1,54,29,40.79,11.48,29.3,-,-,-,-,-,23.65,-,-,68.87,-
1076,新北市,2006/11,永和,5.6,1.27,-,22.7,52,33,48.99,19.52,29.47,-,-,-,-,-,21.84,-,-,71.16,-
1077,新北市,2006/11,新莊,6.4,0.82,-,29.2,53,32,35.06,8.63,26.42,-,-,-,-,-,22.44,-,-,70.49,-
1078,新北市,2006/11,新店,3.5,0.54,-,27.1,43,25,21.07,3.83,17.23,-,-,-,-,-,22.45,-,-,76.3,-
1079,新北市,2006/11,淡水,3.4,0.57,-,36.1,47,26,21.08,4.75,16.32,-,-,-,-,-,-,-,-,-,-
1080,新北市,2006/11,汐止,6.7,0.57,-,24.8,50,27,33.82,10.65,23.17,-,-,-,-,-,22.1,-,-,74.64,-
1081,新北市,2006/11,土城,4.4,0.67,-,27.8,53,30,35.52,11.17,24.34,2.239,0.355,1.884,-,-,22.66,-,-,75.51,-
1082,新北市,2006/11,林口,4.7,0.53,-,32.1,62,31,26.25,4.29,21.95,-,-,-,-,-,20.61,-,-,81.96,-
1083,新北市,2006/11,萬里,3.0,0.3,-,44.4,60,27,8.82,1.43,7.37,-,-,-,-,-,21.94,-,-,76.89,-
1084,新北市,2006/10,板橋,4.1,0.61,-,34.6,40,30,23.66,2.78,20.87,2.261,0.22,2.041,-,-,25.66,-,-,68.56,-
1085,新北市,2006/10,三重,4.9,1.67,-,-,70,41,98.5,57.49,41.01,2.902,0.82,2.082,-,-,26.54,-,-,-,-
1086,新北市,2006/10,菜寮,4.1,0.59,-,30.8,52,27,23.93,4.26,19.66,-,-,-,-,-,26.43,-,-,65.21,-
1087,新北市,2006/10,永和,4.2,0.9,-,29.4,50,34,34.59,11.52,23.07,-,-,-,-,-,24.45,-,-,67.6,-
1088,新北市,2006/10,新莊,4.4,0.53,-,37.3,51,30,20.31,2.0,18.31,-,-,-,-,-,25.34,-,-,66.73,-
1089,新北市,2006/10,新店,2.8,0.4,-,38.2,45,27,14.78,2.03,12.75,-,-,-,-,-,25.15,-,-,67.91,-
1090,新北市,2006/10,淡水,2.1,0.45,-,35.6,45,27,14.5,2.15,12.34,-,-,-,-,-,-,-,-,-,-
1091,新北市,2006/10,汐止,5.5,0.38,-,30.0,46,24,21.7,3.99,17.7,-,-,-,-,-,24.67,-,-,73.14,-
1092,新北市,2006/10,土城,3.0,0.46,-,33.7,48,28,19.64,3.07,16.55,2.096,0.215,1.881,-,-,25.74,-,-,70.47,-
1093,新北市,2006/10,林口,3.3,0.37,-,39.9,61,28,13.97,1.14,12.81,-,-,-,-,-,23.55,-,-,75.58,-
1094,新北市,2006/10,萬里,2.1,0.24,-,48.7,66,28,7.05,1.29,5.74,-,-,-,-,-,24.48,-,-,76.88,-
1095,新北市,2006/09,板橋,4.5,0.65,-,28.2,44,26,28.9,5.43,23.47,2.329,0.31,2.019,-,-,27.13,-,-,71.12,-
1096,新北市,2006/09,三重,4.9,1.76,-,-,62,37,107.64,67.03,40.61,2.886,0.837,2.049,-,-,27.9,-,-,-,-
1097,新北市,2006/09,菜寮,4.5,0.69,-,25.4,43,22,32.42,8.23,24.19,-,-,-,-,-,27.93,-,-,70.03,-
1098,新北市,2006/09,永和,3.8,1.07,-,22.2,43,28,44.64,18.04,26.6,-,-,-,-,-,26.0,-,-,71.98,-
1099,新北市,2006/09,新莊,6.3,0.59,-,30.9,46,28,26.08,4.07,22.01,-,-,-,-,-,26.87,-,-,72.08,-
1100,新北市,2006/09,新店,2.5,0.41,-,32.4,35,20,17.09,2.76,14.32,-,-,-,-,-,26.69,-,-,72.28,-
1101,新北市,2006/09,淡水,2.2,0.45,-,33.2,42,23,16.12,2.33,13.79,-,-,-,-,-,-,-,-,-,-
1102,新北市,2006/09,汐止,5.2,0.44,-,28.8,41,22,26.04,5.9,20.13,-,-,-,-,-,26.44,-,-,75.1,-
1103,新北市,2006/09,土城,3.6,0.51,-,30.3,39,24,27.38,6.5,20.88,2.204,0.274,1.93,-,-,27.24,-,-,69.92,-
1104,新北市,2006/09,林口,4.1,0.36,-,33.1,52,23,19.02,2.73,16.28,-,-,-,-,-,25.25,-,-,79.88,-
1105,新北市,2006/09,萬里,2.4,0.24,-,44.8,46,21,7.93,1.18,6.71,-,-,-,-,-,26.25,-,-,78.07,-
1106,新北市,2006/08,板橋,5.7,0.61,-,24.8,48,27,29.22,8.45,20.77,2.397,0.358,2.039,-,-,29.86,-,-,66.28,-
1107,新北市,2006/08,三重,5.6,1.62,-,13.8,62,38,107.84,72.73,35.12,2.608,0.675,1.933,-,-,30.73,-,-,-,-
1108,新北市,2006/08,菜寮,5.1,0.69,-,19.8,43,22,35.88,12.91,22.97,-,-,-,-,-,30.64,-,-,65.03,-
1109,新北市,2006/08,永和,4.5,1.16,-,16.5,43,30,47.78,21.59,26.19,-,-,-,-,-,28.15,-,-,66.45,-
1110,新北市,2006/08,新莊,8.6,0.55,-,25.1,47,29,29.01,8.39,20.62,-,-,-,-,-,29.51,-,-,67.96,-
1111,新北市,2006/08,新店,3.4,0.39,-,28.3,37,20,18.0,3.91,14.08,-,-,-,-,-,29.15,-,-,68.4,-
1112,新北市,2006/08,淡水,2.9,0.41,-,27.9,41,21,16.57,3.67,12.9,-,-,-,-,-,-,-,-,-,-
1113,新北市,2006/08,汐止,5.2,0.42,-,22.6,40,21,27.03,8.68,18.34,-,-,-,-,-,29.12,-,-,70.0,-
1114,新北市,2006/08,土城,4.6,0.51,-,25.9,43,26,32.56,11.21,21.35,-,-,-,-,-,29.77,-,-,67.23,-
1115,新北市,2006/08,林口,5.5,0.39,-,23.9,53,24,24.74,6.12,18.61,-,-,-,-,-,27.72,-,-,77.38,-
1116,新北市,2006/08,萬里,2.7,0.21,-,30.1,29,18,9.98,2.35,7.63,-,-,-,-,-,28.16,-,-,76.14,-
1117,新北市,2006/07,板橋,5.2,0.58,-,24.4,46,21,28.93,9.68,19.25,2.341,0.336,2.005,-,-,30.26,-,-,67.68,-
1118,新北市,2006/07,三重,5.6,1.78,-,13.1,56,31,114.29,79.8,34.49,2.671,0.733,1.939,-,-,31.23,-,-,-,-
1119,新北市,2006/07,菜寮,4.7,0.72,-,17.7,38,16,37.27,14.28,23.0,-,-,-,-,-,31.15,-,-,65.59,-
1120,新北市,2006/07,永和,3.9,1.1,-,17.1,40,25,48.12,22.16,25.96,-,-,-,-,-,31.3,-,-,67.84,-
1121,新北市,2006/07,新莊,9.0,0.56,-,24.2,41,24,29.51,10.07,19.43,-,-,-,-,-,30.04,-,-,68.51,-
1122,新北市,2006/07,新店,3.4,0.36,-,29.3,30,16,16.48,3.51,12.96,-,-,-,-,-,29.65,-,-,69.16,-
1123,新北市,2006/07,淡水,2.7,0.39,-,20.5,42,15,18.09,5.03,13.06,-,-,-,-,-,-,-,-,-,-
1124,新北市,2006/07,汐止,5.4,0.41,-,23.9,37,16,25.87,8.65,17.21,-,-,-,-,-,29.68,-,-,69.89,-
1125,新北市,2006/07,土城,4.7,0.48,-,23.8,39,20,31.86,11.93,19.94,-,-,-,-,-,30.39,-,-,70.48,-
1126,新北市,2006/07,林口,5.9,0.38,-,19.6,49,18,26.37,8.11,18.26,-,-,-,-,-,28.24,-,-,77.34,-
1127,新北市,2006/07,萬里,2.9,0.2,-,29.1,28,14,11.17,2.59,8.57,1.742,0.092,1.65,-,-,28.9,-,-,75.48,-
1128,新北市,2006/06,板橋,6.0,0.83,-,24.0,52,-,39.65,14.05,25.6,2.557,0.533,2.024,-,-,27.97,-,-,70.7,-
1129,新北市,2006/06,三重,6.0,2.14,-,13.7,67,40,132.44,89.38,43.06,-,-,-,-,-,28.93,-,-,-,-
1130,新北市,2006/06,菜寮,5.2,0.99,-,17.7,46,24,49.98,19.12,30.86,-,-,-,-,-,28.88,-,-,68.53,-
1131,新北市,2006/06,永和,4.3,1.35,-,17.9,46,29,59.45,27.38,32.07,-,-,-,-,-,29.4,-,-,70.38,-
1132,新北市,2006/06,新莊,10.3,0.81,-,24.6,50,32,41.91,15.72,26.18,-,-,-,-,-,27.81,-,-,71.14,-
1133,新北市,2006/06,新店,3.8,0.47,-,28.1,34,19,21.28,5.06,16.21,-,-,-,-,-,27.26,-,-,72.1,-
1134,新北市,2006/06,淡水,3.0,0.51,-,24.6,46,22,24.46,6.22,18.27,-,-,-,-,-,-,-,-,-,-
1135,新北市,2006/06,汐止,5.7,0.62,-,20.6,43,23,39.06,15.19,23.87,-,-,-,-,-,27.69,-,-,76.14,-
1136,新北市,2006/06,土城,5.8,0.67,-,23.9,49,31,41.42,15.55,25.87,-,-,-,-,-,28.19,-,-,73.3,-
1137,新北市,2006/06,林口,6.1,0.47,-,22.5,53,26,30.85,8.22,22.63,-,-,-,-,-,26.41,-,-,78.75,-
1138,新北市,2006/06,萬里,3.1,0.27,-,31.8,29,20,14.12,2.84,11.27,1.684,0.106,1.579,-,-,26.95,-,-,75.64,-
1139,新北市,2006/05,板橋,4.8,0.82,-,31.2,48,-,36.5,8.96,27.54,2.446,0.426,2.02,-,-,25.49,-,-,73.36,-
1140,新北市,2006/05,三重,5.8,2.02,-,17.0,71,39,124.38,78.75,45.63,-,-,-,-,-,26.27,-,-,-,-
1141,新北市,2006/05,菜寮,5.2,0.93,-,24.0,47,25,45.11,14.3,30.81,-,-,-,-,-,26.36,-,-,71.7,-
1142,新北市,2006/05,永和,4.2,1.3,-,23.0,45,29,56.81,23.55,33.26,-,-,-,-,-,26.69,-,-,73.79,-
1143,新北市,2006/05,新莊,8.4,0.76,-,31.1,49,31,36.03,9.88,26.14,-,-,-,-,-,25.24,-,-,73.74,-
1144,新北市,2006/05,新店,3.3,0.52,-,32.8,35,20,22.79,4.94,17.85,-,-,-,-,-,25.09,-,-,74.44,-
1145,新北市,2006/05,淡水,2.4,0.49,-,32.0,42,23,19.61,4.06,15.54,-,-,-,-,-,-,-,-,-,-
1146,新北市,2006/05,汐止,5.7,0.57,-,25.1,45,24,32.79,8.64,24.15,-,-,-,-,-,24.9,-,-,81.19,-
1147,新北市,2006/05,土城,5.0,0.66,-,30.3,47,31,35.44,10.31,25.12,-,-,-,-,-,26.13,-,-,74.56,-
1148,新北市,2006/05,林口,4.7,0.44,-,33.1,53,25,24.33,4.68,19.64,-,-,-,-,-,23.74,-,-,81.96,-
1149,新北市,2006/05,萬里,2.2,0.29,-,46.3,42,21,11.12,1.91,9.2,1.705,0.077,1.628,-,-,24.4,-,-,80.51,-
1150,新北市,2006/04,板橋,4.9,0.92,-,29.9,65,35,41.72,11.0,30.71,2.539,0.448,2.091,-,-,23.08,-,-,71.94,-
1151,新北市,2006/04,三重,5.5,2.0,-,17.0,81,40,125.86,78.8,47.07,-,-,-,-,-,23.76,-,-,-,-
1152,新北市,2006/04,菜寮,5.1,0.98,-,23.9,64,33,47.58,15.11,32.47,-,-,-,-,-,23.92,-,-,70.74,-
1153,新北市,2006/04,永和,4.5,1.32,-,23.0,58,33,61.17,25.38,35.79,-,-,-,-,-,24.14,-,-,72.43,-
1154,新北市,2006/04,新莊,7.8,0.83,-,32.1,67,38,38.65,9.84,28.8,-,-,-,-,-,22.8,-,-,72.52,-
1155,新北市,2006/04,新店,3.4,0.57,-,34.0,46,26,23.08,4.25,18.81,-,-,-,-,-,22.89,-,-,72.1,-
1156,新北市,2006/04,淡水,3.3,0.55,-,35.4,59,31,22.62,4.93,17.71,-,-,-,-,-,-,-,-,-,-
1157,新北市,2006/04,汐止,5.1,0.64,-,24.8,61,30,35.57,9.96,25.61,-,-,-,-,-,22.62,-,-,79.41,-
1158,新北市,2006/04,土城,4.7,0.75,-,30.3,66,39,39.67,12.63,27.04,-,-,-,-,-,23.77,-,-,73.25,-
1159,新北市,2006/04,林口,5.2,0.53,-,32.9,70,31,27.79,4.95,22.83,-,-,-,-,-,21.28,-,-,80.84,-
1160,新北市,2006/04,萬里,2.4,0.34,-,48.5,48,29,11.26,1.85,9.4,1.706,0.064,1.642,-,-,22.26,-,-,80.37,-
1161,新北市,2006/03,板橋,7.0,0.92,-,28.9,70,37,45.48,13.08,32.39,2.575,0.448,2.128,-,-,18.43,-,-,71.46,-
1162,新北市,2006/03,三重,6.0,1.98,-,13.7,89,45,143.82,95.0,48.82,-,-,-,-,-,19.07,-,-,-,-
1163,新北市,2006/03,菜寮,5.6,0.99,-,21.0,69,36,52.07,18.21,33.86,-,-,-,-,-,19.25,-,-,70.69,-
1164,新北市,2006/03,永和,6.0,1.35,-,21.7,66,37,70.65,33.59,37.06,-,-,-,-,-,19.57,-,-,71.6,-
1165,新北市,2006/03,新莊,7.1,0.81,-,31.5,72,42,41.48,12.05,29.43,-,-,-,-,-,18.65,-,-,71.83,-
1166,新北市,2006/03,新店,4.5,0.61,-,31.8,55,31,28.12,6.19,21.92,-,-,-,-,-,18.8,-,-,70.14,-
1167,新北市,2006/03,淡水,2.7,0.54,-,33.7,58,32,21.38,4.58,16.79,-,-,-,-,-,-,-,-,-,-
1168,新北市,2006/03,汐止,6.2,0.63,-,22.8,64,30,39.93,12.56,27.37,-,-,-,-,-,18.18,-,-,76.56,-
1169,新北市,2006/03,土城,6.4,0.78,-,29.1,75,44,45.32,14.75,30.55,-,-,-,-,-,19.27,-,-,72.32,-
1170,新北市,2006/03,林口,4.6,0.49,-,32.7,70,31,26.35,5.71,20.64,-,-,-,-,-,16.42,-,-,80.81,-
1171,新北市,2006/03,萬里,2.5,0.32,-,47.4,45,30,10.85,1.96,8.89,1.699,0.057,1.642,-,-,17.91,-,-,79.16,-
1172,新北市,2006/02,板橋,5.2,0.87,-,25.5,54,33,39.88,12.16,27.71,2.471,0.364,2.107,-,-,17.55,-,-,73.61,-
1173,新北市,2006/02,三重,4.9,1.86,-,12.5,68,37,134.49,92.82,41.67,-,-,-,-,-,17.74,-,-,-,-
1174,新北市,2006/02,菜寮,4.5,0.88,-,18.9,50,28,46.49,17.97,28.52,-,-,-,-,-,18.34,-,-,72.85,-
1175,新北市,2006/02,永和,5.0,1.15,-,18.4,48,31,60.6,29.63,30.97,-,-,-,-,-,18.47,-,-,74.08,-
1176,新北市,2006/02,新莊,5.4,0.74,-,27.1,53,34,38.82,13.15,25.67,-,-,-,-,-,17.18,-,-,73.95,-
1177,新北市,2006/02,新店,3.4,0.56,-,27.5,40,22,24.77,5.94,18.83,-,-,-,-,-,18.01,-,-,75.17,-
1178,新北市,2006/02,淡水,2.1,0.47,-,31.1,35,22,18.09,4.92,13.17,-,-,-,-,-,-,-,-,-,-
1179,新北市,2006/02,汐止,5.5,0.62,-,20.9,40,21,37.66,13.93,23.73,-,-,-,-,-,17.21,-,-,78.65,-
1180,新北市,2006/02,土城,5.2,0.67,-,26.0,49,32,37.4,12.25,25.14,-,-,-,-,-,18.38,-,-,73.99,-
1181,新北市,2006/02,林口,3.4,0.41,-,28.4,41,18,18.02,3.98,14.04,-,-,-,-,-,15.16,-,-,80.86,-
1182,新北市,2006/02,萬里,1.6,0.3,-,39.9,39,23,9.34,2.26,7.08,1.666,0.054,1.613,-,-,17.52,-,-,80.09,-
1183,新北市,2006/01,板橋,4.9,0.83,-,21.5,54,34,38.0,9.26,28.74,2.343,0.306,2.038,-,-,17.42,-,-,76.23,-
1184,新北市,2006/01,三重,5.8,1.88,-,10.2,75,40,132.45,91.67,40.78,-,-,-,-,-,17.68,-,-,-,-
1185,新北市,2006/01,菜寮,5.3,0.84,-,17.3,53,31,40.43,12.15,28.29,-,-,-,-,-,18.32,-,-,74.41,-
1186,新北市,2006/01,永和,5.2,1.23,-,15.1,54,36,62.94,30.38,32.56,-,-,-,-,-,17.82,-,-,76.23,-
1187,新北市,2006/01,新莊,5.4,0.63,-,23.8,52,36,32.54,7.42,25.12,-,-,-,-,-,17.13,-,-,75.7,-
1188,新北市,2006/01,新店,3.8,0.62,-,23.2,41,27,26.79,6.23,20.55,-,-,-,-,-,17.38,-,-,82.48,-
1189,新北市,2006/01,淡水,2.6,0.46,-,31.6,36,24,15.22,3.24,11.96,-,-,-,-,-,-,-,-,-,-
1190,新北市,2006/01,汐止,5.4,0.58,-,18.5,42,25,31.7,8.55,23.15,-,-,-,-,-,17.12,-,-,80.99,-
1191,新北市,2006/01,土城,5.0,0.71,-,22.6,53,36,36.96,10.42,26.53,-,-,-,-,-,18.21,-,-,76.88,-
1192,新北市,2006/01,林口,3.6,0.45,-,26.3,46,24,18.93,3.92,15.0,-,-,-,-,-,15.1,-,-,82.6,-
1193,新北市,2006/01,萬里,2.4,0.35,-,39.4,39,24,8.36,1.62,6.73,-,-,-,-,-,17.58,-,-,80.74,-
1194,新北市,2005/12,板橋,6.2,0.78,-,17.6,60,33,42.87,14.92,27.95,2.353,0.37,1.983,-,-,16.37,-,-,69.84,-
1195,新北市,2005/12,三重,8.0,1.96,-,8.6,86,41,150.42,108.69,41.73,-,-,-,-,-,16.64,-,-,-,-
1196,新北市,2005/12,菜寮,7.0,0.88,-,16.3,56,29,48.25,19.52,28.73,-,-,-,-,-,17.71,-,-,68.19,-
1197,新北市,2005/12,永和,6.4,1.19,-,11.8,57,33,65.85,33.58,32.27,-,-,-,-,-,16.2,-,-,70.24,-
1198,新北市,2005/12,新莊,6.8,0.68,-,20.2,61,35,38.74,13.52,25.22,-,-,-,-,-,16.04,-,-,69.93,-
1199,新北市,2005/12,新店,4.7,0.54,-,23.5,44,26,25.16,6.71,18.44,-,-,-,-,-,16.18,-,-,75.64,-
1200,新北市,2005/12,淡水,4.2,0.49,-,27.5,43,26,22.54,7.83,14.71,-,-,-,-,-,-,-,-,-,-
1201,新北市,2005/12,汐止,5.9,0.59,-,18.9,46,23,37.8,14.53,23.27,-,-,-,-,-,16.18,-,-,74.12,-
1202,新北市,2005/12,土城,5.7,0.66,-,20.6,56,33,38.02,13.76,24.25,-,-,-,-,-,17.18,-,-,70.59,-
1203,新北市,2005/12,林口,5.1,0.41,-,24.4,57,26,21.52,5.24,16.27,-,-,-,-,-,14.23,-,-,75.27,-
1204,新北市,2005/12,萬里,4.2,0.31,-,38.1,43,24,8.95,1.9,7.02,-,-,-,-,-,17.08,-,-,72.8,-
1205,新北市,2005/11,板橋,5.2,0.73,-,27.8,66,36,33.23,6.65,26.58,2.232,0.33,1.902,-,-,23.12,-,-,68.35,-
1206,新北市,2005/11,三重,6.2,1.73,-,14.0,90,47,111.33,70.16,41.17,-,-,-,-,-,23.31,-,-,-,-
1207,新北市,2005/11,菜寮,5.1,0.73,-,24.8,59,33,34.1,7.63,26.47,-,-,-,-,-,23.89,-,-,67.45,-
1208,新北市,2005/11,永和,5.0,1.15,-,16.8,59,36,49.83,20.15,29.68,-,-,-,-,-,23.53,-,-,69.09,-
1209,新北市,2005/11,新莊,6.3,0.64,-,26.6,66,38,29.31,6.24,23.07,-,-,-,-,-,22.8,-,-,68.98,-
1210,新北市,2005/11,新店,3.6,0.49,-,31.4,50,31,18.61,3.01,15.6,-,-,-,-,-,22.66,-,-,69.9,-
1211,新北市,2005/11,淡水,2.7,0.49,-,35.4,54,35,18.54,4.04,14.49,-,-,-,-,-,-,-,-,-,-
1212,新北市,2005/11,汐止,5.2,0.53,-,26.7,57,32,28.15,6.45,21.69,-,-,-,-,-,22.55,-,-,73.52,-
1213,新北市,2005/11,土城,4.8,0.59,-,28.8,63,39,33.88,9.99,23.89,-,-,-,-,-,23.77,-,-,69.69,-
1214,新北市,2005/11,林口,4.2,0.43,-,32.6,63,38,20.87,3.09,17.77,-,-,-,-,-,20.73,-,-,74.36,-
1215,新北市,2005/11,萬里,3.0,0.3,-,43.9,50,33,8.45,1.34,7.09,-,-,-,-,-,22.99,-,-,74.2,-
1216,新北市,2005/10,板橋,3.5,0.6,-,26.1,41,19,27.49,6.05,21.44,2.164,0.343,1.821,-,-,25.05,-,-,70.71,-
1217,新北市,2005/10,三重,5.4,1.65,-,12.5,64,36,107.37,70.78,36.59,-,-,-,-,-,25.34,-,-,-,-
1218,新北市,2005/10,菜寮,3.8,0.61,-,24.0,41,17,29.15,7.47,21.67,-,-,-,-,-,25.84,-,-,69.39,-
1219,新北市,2005/10,永和,3.8,0.91,-,21.0,39,20,42.97,18.28,24.7,-,-,-,-,-,25.73,-,-,71.87,-
1220,新北市,2005/10,新莊,3.6,0.49,-,28.0,42,19,22.61,4.09,18.51,-,-,-,-,-,24.81,-,-,71.2,-
1221,新北市,2005/10,新店,2.7,0.39,-,27.4,31,16,16.24,3.69,12.54,-,-,-,-,-,24.44,-,-,73.04,-
1222,新北市,2005/10,淡水,2.3,0.35,-,35.1,35,17,12.93,3.09,9.84,-,-,-,-,-,-,-,-,-,-
1223,新北市,2005/10,汐止,4.6,0.39,-,27.6,35,15,22.57,6.35,16.2,-,-,-,-,-,24.49,-,-,76.02,-
1224,新北市,2005/10,土城,2.6,0.46,-,28.7,39,20,22.89,5.54,17.34,-,-,-,-,-,25.89,-,-,71.27,-
1225,新北市,2005/10,林口,2.6,0.3,-,32.5,38,20,13.41,2.13,11.26,-,-,-,-,-,22.7,-,-,76.8,-
1226,新北市,2005/10,萬里,2.3,0.19,-,45.0,41,19,5.11,1.31,3.76,-,-,-,-,-,25.24,-,-,76.24,-
1227,新北市,2005/09,板橋,3.6,0.5,-,21.3,35,19,22.92,7.22,15.7,2.082,0.311,1.771,-,-,28.97,-,-,65.77,-
1228,新北市,2005/09,三重,5.3,1.34,-,11.8,56,36,82.46,56.79,25.67,-,-,-,-,-,29.26,-,-,-,-
1229,新北市,2005/09,菜寮,4.0,0.48,-,19.2,34,17,22.52,7.43,15.1,-,-,-,-,-,29.59,-,-,65.41,-
1230,新北市,2005/09,永和,4.0,0.8,-,16.9,35,21,36.23,17.78,18.45,-,-,-,-,-,30.03,-,-,66.72,-
1231,新北市,2005/09,新莊,5.0,0.41,-,21.1,38,21,19.29,5.21,14.08,-,-,-,-,-,28.64,-,-,68.99,-
1232,新北市,2005/09,新店,2.4,0.29,-,23.2,25,15,12.08,3.23,8.84,-,-,-,-,-,28.38,-,-,66.65,-
1233,新北市,2005/09,淡水,2.3,0.31,-,23.4,40,18,12.55,3.28,9.27,-,-,-,-,-,-,-,-,-,-
1234,新北市,2005/09,汐止,4.9,0.3,-,19.7,29,16,17.48,4.97,12.51,-,-,-,-,-,28.14,-,-,71.26,-
1235,新北市,2005/09,土城,2.7,0.4,-,22.2,35,20,22.28,7.48,14.79,-,-,-,-,-,29.65,-,-,66.63,-
1236,新北市,2005/09,林口,3.1,0.26,-,23.1,38,-,15.32,3.06,12.25,-,-,-,-,-,26.54,-,-,72.36,-
1237,新北市,2005/09,萬里,2.9,0.17,-,28.3,31,20,7.15,1.9,5.24,1.658,0.04,1.621,-,-,27.83,-,-,77.18,-
1238,新北市,2005/08,板橋,5.1,0.63,-,23.2,51,29,30.58,11.08,19.5,2.34,0.37,1.97,-,-,29.19,-,-,71.69,-
1239,新北市,2005/08,三重,5.2,1.66,-,9.9,64,42,104.96,74.44,30.51,-,-,-,-,-,29.63,-,-,-,-
1240,新北市,2005/08,菜寮,5.7,0.75,-,18.7,50,25,37.22,15.28,21.95,-,-,-,-,-,30.13,-,-,69.17,-
1241,新北市,2005/08,永和,5.2,1.2,-,15.0,45,29,51.52,26.53,24.98,-,-,-,-,-,30.99,-,-,70.28,-
1242,新北市,2005/08,新莊,9.5,0.56,-,21.2,51,32,30.81,11.01,19.8,-,-,-,-,-,28.97,-,-,76.89,-
1243,新北市,2005/08,新店,3.5,0.36,-,25.9,33,22,15.36,3.88,11.47,-,-,-,-,-,28.75,-,-,72.28,-
1244,新北市,2005/08,淡水,3.3,0.4,-,22.4,45,22,19.69,5.43,14.25,-,-,-,-,-,-,-,-,-,-
1245,新北市,2005/08,汐止,4.7,0.44,-,23.7,35,21,25.39,9.07,16.32,-,-,-,-,-,29.0,-,-,73.28,-
1246,新北市,2005/08,土城,4.5,0.55,-,23.7,51,31,33.84,13.27,20.57,-,-,-,-,-,29.65,-,-,73.91,-
1247,新北市,2005/08,林口,4.4,0.3,-,20.2,49,-,24.73,6.67,18.06,-,-,-,-,-,27.18,-,-,76.92,-
1248,新北市,2005/08,萬里,3.3,0.21,-,23.9,28,19,10.09,2.09,7.99,1.749,0.127,1.623,-,-,28.31,-,-,76.25,-
1249,新北市,2005/07,板橋,7.2,0.63,-,26.7,55,33,32.48,10.04,22.44,2.365,0.402,1.962,-,-,29.99,-,-,68.54,-
1250,新北市,2005/07,三重,7.3,1.76,-,12.1,69,44,115.96,76.84,39.12,-,-,-,-,-,30.31,-,-,-,-
1251,新北市,2005/07,菜寮,6.4,0.71,-,23.5,51,29,36.54,12.29,24.26,-,-,-,-,-,30.7,-,-,67.12,-
1252,新北市,2005/07,永和,6.0,1.23,-,18.5,51,33,53.63,25.59,28.04,-,-,-,-,-,31.13,-,-,68.2,-
1253,新北市,2005/07,新莊,10.8,0.57,-,27.7,56,36,32.07,10.1,21.97,-,-,-,-,-,29.74,-,-,73.57,-
1254,新北市,2005/07,新店,4.2,0.41,-,32.1,43,32,18.51,3.85,14.65,-,-,-,-,-,29.23,-,-,70.53,-
1255,新北市,2005/07,淡水,3.6,0.43,-,21.7,49,26,20.79,5.23,15.55,-,-,-,-,-,-,-,-,-,-
1256,新北市,2005/07,汐止,7.2,0.47,-,29.6,48,32,29.83,9.75,20.07,-,-,-,-,-,29.39,-,-,72.19,-
1257,新北市,2005/07,土城,5.2,0.57,-,27.4,56,34,37.23,13.5,23.73,-,-,-,-,-,30.2,-,-,69.41,-
1258,新北市,2005/07,林口,6.4,0.24,-,25.0,51,35,24.98,5.86,19.11,-,-,-,-,-,27.8,-,-,73.54,-
1259,新北市,2005/07,萬里,3.8,0.23,-,32.6,36,27,11.02,1.74,9.26,-,-,-,-,-,27.7,-,-,77.78,-
1260,新北市,2005/06,板橋,6.9,0.79,-,23.7,50,27,37.43,11.87,25.57,2.507,0.473,2.034,-,-,28.21,-,-,71.24,-
1261,新北市,2005/06,三重,8.5,2.2,-,11.1,64,38,142.02,98.22,43.8,-,-,-,-,-,28.77,-,-,-,-
1262,新北市,2005/06,菜寮,5.7,1.02,-,20.2,42,22,47.47,18.46,29.01,-,-,-,-,-,29.16,-,-,69.59,-
1263,新北市,2005/06,永和,3.7,1.46,-,15.2,40,24,58.33,30.53,27.8,-,-,-,-,-,29.91,-,-,70.99,-
1264,新北市,2005/06,新莊,9.1,0.78,-,27.5,51,29,41.6,14.83,26.76,-,-,-,-,-,28.57,-,-,76.68,-
1265,新北市,2005/06,新店,2.9,0.51,-,24.5,35,24,23.0,6.41,16.59,-,-,-,-,-,27.43,-,-,73.02,-
